Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
obc_get_sensors,'',com_update_status,'',obc_set_pwm_duty,'-1891223978 824190094',com_send_tc,'-24821517 Qp3i'%8',gssb_get_temp_int,'',obc_pwm_pwr,'-1847241177',obc_update_tle,'',obc_debug,'1023491233',eps_hard_reset,'',com_send_rpt,'-1544551315 g_|pl(U?b^',fp_test_params,'-1211455332 I0 1044972627',obc_debug,'-1490463294',gssb_burn,'',com_ping,'1285423318',tm_send_status,'90793677',fp_test_params,'898130176 #IKLlzA` -640746802',drp_get_vars,'',gssb_commit_addr,'',gssb_get_status,'',obc_get_sensors,'',gssb_fss_commit_config,'',init_dummy_sensor,'',fp_set_cmd,'1612403312 -1875162784 1569753776 -990983684 1020141133 1314123132 -432811863 973564641 ;|~h[= r$&X',gssb_scan,'892078188 1206112168',fp_set_cmd_unix,'-2114804788 -1518523814 -1570368683 x\eQLy7-*V `/w>%7N',tm_send_from,'1751872648329416684 5476996279144034109 6054678379635536876',gssb_msp_cal_temp,'1138414088 -1089209489',gssb_commit_addr,'',drp_set_var,'-1333255495 1192387956',obc_pwm_pwr,'1726179512',com_set_config,'T?'? (b9O_9',fp_set_cmd_dt,'-195225526 -1672472211 -1933397683 3gYk <'&{(x=;C',gssb_fss_commit_config,'',obc_set_tle,'1654030174 P}e_'fJ',gssb_get_model,'',drp_get_vars,'',fp_reset,'',drp_set_var,'1601815895 -742015549',tm_send_last,'5728626072012712093 4072208000279602463',fp_set_cmd,"'699590036 2064793908 -1735469511 930970797 1764991447 962909293 -1469020934 -677222043 [F(^!("" G4IA[+p$oV'",fp_set_cmd,'1422238243 -255062407 928428775 -206807099 -1304989714 -798254337 -222004323 451941529 (xP7G 79{',drp_clear_gnd_wdt,'',com_set_node,'-327619922',rw_set_speed,'1457655889 -111848141',gssb_get_sun,'',obc_set_tle,'1060753930 XX',com_send_data,'u+Hz)f',gssb_msp_get_temp,'',gssb_reset,'',fp_test_params,'-246738768 =o:.Cy 802645101',-6,7.555597543716431,444020.0,10880.0
gssb_get_sun,'',help,'',com_send_cmd,'-2114924507 ;ok?l',help,'',eps_hard_reset,'',tm_send_from,'1144186473500741732 5183419546926707339 2074531591670229660',drp_clear_gnd_wdt,'',obc_debug,'-1699532130',tm_set_ack,'16315619996620481938 9998066614201814644',com_set_config,"' o2RB`4)GH,'",gssb_update_status,'',fp_set_cmd_dt,"'1650530911 -5394519 1748747918  7se""I'",gssb_scan,'1676617731 -207020176',tm_send_last,'11346475459285133196 14505828839066115098',obc_reset_wdt,'',drp_set_var,'639039363 1896084651',gssb_get_temp_int,'',tm_parse_status,'',com_set_node,'-345522640',obc_reset_wdt,'',obc_update_tle,'',gssb_get_status,'',eps_update_status,'',com_update_status,'',eps_get_config,'',rw_get_current,'',tm_set_ack,'14804268263541494823 10100609177552925116',com_ping,'-1575996388',com_send_rpt,'820485565 P{',init_dummy_sensor,'',com_debug,'',com_update_status,'',obc_update_status,'',gssb_fss_set_config,'-395744107',com_send_tc,'-1282425665 =',test,'eTm'eMeuL',fp_reset,'',obc_update_tle,'',fp_show,'',rw_get_current,'',com_send_cmd,'-1344799759 _K]k#uCE',rw_get_speed,'',com_update_status,'',eps_hard_reset,'',gssb_antenna_release,'761131754 58679470 -33742902 402713305',gssb_get_status,'',drp_set_var,'-411696288 1803893944',gssb_arm_auto,'2032850712',gssb_set_addr,'-1191872211',obc_update_tle,'',-11,7.676682472229004,444020.0,10552.0
gssb_pwr,'-464493946 -1031708571',eps_set_heater,'123832064 334216914',com_get_node,'',gssb_arm_auto,'1917387438',gssb_get_burn_config,'',com_debug,'',fp_test_params,'-710543988  -1706958478',obc_get_tle,'',obc_get_tle,'',gssb_arm_auto,'2090329487',eps_get_hk,'',drp_test_system_vars,'',gssb_select,'-1246473168',com_debug,'',help,'',gssb_unlock_config,'761525984',gssb_get_uuid,'',gssb_commit_addr,'',obc_set_tle,'-57173657 7P;t~Y',fp_show,'',tm_send_all,'6763684157695924258 12971042203112217727',drp_ebf,'362079012',gssb_get_model,'',drp_clear_gnd_wdt,'',gssb_get_sun,'',obc_pwm_pwr,'-1446833155',obc_get_time,'-65986300',help,'',obc_get_mem,'',com_update_status,'',fp_set_cmd,'-28730353 -1532089515 -534657435 -312232970 -1550765812 -373537948 -1739135951 -1928564610 {!I2 %S6C8)uTN',gssb_arm_auto,'-1974604445',gssb_get_sun,'',obc_get_mem,'',drp_set_var,'-1765981017 14504503',fp_del_cmd_unix,'-1894962758',obc_ident,'',gssb_set_burn_config,'1273385541 605961871 1430613836 -814036486 -403729573 -1818061521 821966982',obc_update_tle,'',gssb_msp_cal_temp,'602044355 77170118',rw_get_speed,'',gssb_get_uuid,'',gssb_burn,'',gssb_get_temp_int,'',com_send_cmd,'-1129637358 ',rw_get_speed,'',drp_get_vars,'',obc_prop_tle,'-1346021397740154943',gssb_update_status,'',gssb_fss_get_temp,'',-6,11.870424747467041,444020.0,10584.0
com_set_node,'-781754386',fp_set_cmd_unix,'-1040916739 -46081900 -713451724 e hqNC',gssb_burn,'',gssb_fss_set_config,'1694467372',tm_send_all,'5583466678345175845 16969560144969627472',gssb_scan,'2002075259 -426051638',set_state,'15129098840995945697 17004646403790673708 799822307',fp_show,'',gssb_select,'747533518',gssb_msp_cal_temp,'-1153645104 -1163339383',obc_get_mem,'',gssb_fss_get_sun,'',obc_get_tle,'',gssb_scan,'-510363339 214507017',fp_reset,'',obc_debug,'1503512023',gssb_msp_cal_temp,'737096 295096022',rw_get_speed,'',gssb_commit_addr,'',gssb_set_addr,'749448827',eps_get_hk,'',eps_hard_reset,'',fp_set_cmd,'-2003055727 -242913468 -1392478153 -1748670343 -8537234 725403013 1512200144 303361641 +9x ',com_debug,'',com_update_status,'',drp_set_var,'-1743275895 1144713746',gssb_pwr,'1159400709 -13612341',fp_reset,'',gssb_reset,'',gssb_commit_addr,'',obc_prop_tle,'4728665600754894670',fp_show,'',com_get_config,'B',tm_send_all,'10687646130400176547 4526493233092324007',tm_get_last,'1684197515362279704',com_get_config,'=NGrX',gssb_antenna_release,'-850721174 -1255412542 1601683063 -1320727377',gssb_fss_set_config,'-595819517',init_dummy_sensor,'',obc_update_status,'',obc_set_pwm_duty,'-107051867 608387790',drp_test_system_vars,'',tm_get_last,'8967383088326824350',gssb_burn,'',gssb_set_addr,'442649688',eps_set_heater,'199582497 1640971579',tm_get_last,'13980835351855883379',drp_get_vars,'',gssb_unlock_config,'327024130',tm_get_last,'673428945554160714',-6,6.347842216491699,444020.0,10752.0
gssb_get_version,'',tm_send_from,'854046826534645714 10207460422161795896 133586629916581612',eps_set_heater,'-81356921 315338692',obc_set_tle,'2095442587 O',com_debug,'',rw_get_current,'',obc_set_pwm_freq,'27863858 -221607255060671418317610557596946357416',obc_debug,'-2004192190',obc_prop_tle,'-7938343158156536352',drp_add_hrs_alive,'-655215907',help,'',gssb_update_status,'',obc_set_tle,'1041761007 ',tm_send_last,'13785528792609281181 2273662921181370791',rw_get_current,'',fp_test_params,'2038440671 5wX]J<B&5J 783051849',obc_ident,'',tm_send_last,'5957615601183372618 8993233009088918251',eps_update_status,'',drp_clear_gnd_wdt,'',obc_get_time,'57886149',fp_set_cmd_unix,'1513444679 974930603 1815235249 8|9/WhSX{T !_tZxj',obc_prop_tle,'8243157144655283862',gssb_reset,'',eps_update_status,'',drp_clear_gnd_wdt,'',gssb_get_temp,'',tm_set_ack,'6415505272011377042 8694429431917556842',gssb_fss_set_config,'1948736669',drp_test_system_vars,'',gssb_antenna_release,'790952715 435188910 -8478919 1036355638',gssb_commit_addr,'',gssb_select,'-1993175569',com_set_config,'?6 ]|5qq5/',obc_get_mem,'',fp_del_cmd,'595623899 1647377731 1260971581 -402370310 -1866377521 1068016617',obc_get_mem,'',gssb_get_status,'',set_state,'6510833511966189068 12647495747041181207 -864431184',com_send_rpt,'-1996176074 ^?QwD',com_get_config,'\M7',com_debug,'',tm_send_status,'-2125660743',fp_del_cmd,'138442685 1616652382 564653539 -2118463471 1436724417 -1488276065',tm_send_status,'1186900645',fp_del_cmd,'-1075497054 -218839442 1288808372 -1510967261 -882985918 44984819',obc_get_mem,'',fp_set_cmd_unix,'-1102298228 890416296 62918327 p2n]i $JK)iF',gssb_burn,'',obc_ident,'',-11,7.911439418792725,444020.0,10876.0
test,'y9U',tm_get_last,'869056433360301988',test,'Q`[spB<`?S',fp_show,'',tm_parse_status,'',drp_set_deployed,'1843988210',tm_send_all,'4071850329130419076 2309946100517761630',gssb_reset,'',gssb_get_status,'',com_ping,'-1602058700',help,'',gssb_set_burn_config,'1595109687 -2021358331 -562069753 1206689092 -2071276358 1807862549 -1801318782',com_ping,'-461356866',tm_set_ack,'11673992610725745553 16156973490876407638',fp_reset,'',tm_send_status,'-638458134',drp_get_vars,'',fp_test_params,'-2050437704 [gCQ5`?r 1459680762',com_update_status,'',drp_add_hrs_alive,'1791801049',gssb_pwr,'138923189 32735996',obc_set_tle,"'27227016 M""^1)'m&E2'",test,'-jUe|^X<',drp_set_deployed,'1478729612',obc_update_status,'',com_update_status,'',com_get_node,'',drp_clear_gnd_wdt,'',tm_parse_status,'',com_send_rpt,'-609841158 6lzu';B|SV',tm_get_last,'15937840848668623045',gssb_get_version,'',gssb_get_temp_int,'',gssb_arm_manual,'1331737344',com_send_cmd,'-869114254 P8Zp!z',gssb_get_temp,'',obc_get_sensors,'',com_set_node,'-658394225',gssb_fss_get_temp,'',gssb_update_status,'',com_debug,'',com_get_config,'',gssb_reset,'',fp_del_cmd,'1181027526 -145661578 -375249461 -2086473486 -2006491070 -677620518',gssb_set_addr,'627189998',rw_set_speed,'-1765874845 -1396905424',obc_reset_wdt,'',obc_get_mem,'',fp_set_cmd,'1811070016 317544243 771583361 1473511454 1663976607 2087024863 -1235279456 1665402454 u[xdt'*_ 1VM(2',obc_get_tle,'',-6,12.926830530166626,444020.0,10560.0
fp_set_cmd_dt,'-1840517117 1681794510 -176580746 U)DrA34 RbW',gssb_unlock_config,'-780223371',drp_set_var,'-676960516 569663921',drp_get_vars,'',tm_get_last,'2325925471410698100',gssb_set_addr,'-20535467',tm_parse_status,'',gssb_arm_manual,'1554034011',eps_hard_reset,'',gssb_commit_addr,'',obc_debug,'-1090412718',gssb_reset,'',fp_del_cmd_unix,'2000292715',fp_del_cmd,'-1645735870 751896167 962269380 1615559828 689332229 -1873730067',gssb_scan,'-2012710223 -1679740513',com_update_status,'',com_get_config,'h.%2F',gssb_set_burn_config,'-1636921291 503153015 -627240246 917348810 1463014846 -918899436 -1761316049',drp_ebf,'-727457282',gssb_scan,'-642420643 -1112748459',gssb_arm_auto,'-1559566880',gssb_fss_commit_config,'',gssb_get_burn_config,'',obc_prop_tle,'3754157565663270645',gssb_get_version,'',tm_get_last,'13468763046579690555',obc_update_tle,'',gssb_get_uuid,'',gssb_get_burn_config,'',drp_add_hrs_alive,'927359449',tm_send_from,'1544293394545187486 1065914242945039817 6662526761034925867',fp_test_params,'1313748063 d>;CBY/gb/ -1098760306',gssb_fss_set_config,'-632485747',gssb_burn,'',fp_del_cmd,'1453743442 -1474758178 -331841852 -1346944171 -1051404943 -208716538',obc_set_tle,'-1032372463 d',fp_set_cmd_unix,'264520563 1403081438 92380107  0$PWM`',eps_hard_reset,'',gssb_get_uuid,'',gssb_get_burn_config,'',obc_set_tle,'-879082886 +Twz',tm_get_last,'14697936713914524048',com_get_config,'p+En8'Lnr;',set_state,'18167110165761327450 12130563372535788356 -1253245499',gssb_get_uuid,'',fp_del_cmd,'-1553788962 -1812203361 1666597661 77930659 157262341 1096544528',gssb_get_sun,'',com_ping,'1962033516',gssb_set_burn_config,'484413109 -1214415194 -916391844 1679016546 1848842891 1005173548 272746686',fp_test_params,'-65991149 ( 251939646',-6,6.169286012649536,444020.0,10592.0
eps_set_heater,'-746339430 -482783597',set_state,'11034904485095260232 8774501665822544645 -6280823',rw_set_speed,'1375143528 1388822244',com_send_rpt,'1420170058 cG[f1',gssb_update_status,'',gssb_fss_get_sun,'',obc_get_time,'560562082',gssb_set_burn_config,'-681557651 833987544 106309952 -388701454 1341233239 472515168 18915153',obc_debug,'-1450413858',com_get_config,'G}Ck)[fC-M',tm_send_all,'14346499526334769096 3761433907608357828',drp_test_system_vars,'',obc_set_pwm_freq,'540951763 49235886401489626626122255983299473792',obc_prop_tle,'274643867524085197',tm_send_last,'15617118580707704603 1938937735138889035',com_set_node,'-308723067',com_send_cmd,'-1359929305 EpHb_D-g?',drp_get_vars,'',fp_test_params,'790396061 tQ1G- -1134803735',obc_prop_tle,'-8601420444020377178',obc_update_status,'',gssb_fss_set_config,'-1534806993',fp_set_cmd_unix,'1110953511 905798828 -139517066 CC_97XL(]l s>5z65M:^r',obc_debug,'1184639355',gssb_get_version,'',gssb_get_model,'',drp_get_vars,'',obc_get_time,'-1085716184',fp_test_params,'985122743 n[$W! 977572326',com_ping,'-591123344',tm_send_from,'16039871769496680380 11763759094654112337 16832917418820212015',set_state,'6889031798858685627 5010077328196799436 83962623',gssb_unlock_config,'2095453215',tm_send_all,'4239095644058514048 12773195391004485132',com_send_rpt,'-32289634 ',init_dummy_sensor,'',com_set_node,'910140783',test,'R',gssb_update_status,'',fp_show,'',fp_set_cmd_unix,'-1404124292 -3816491 -1149582015 gmlXG;? @m=',gssb_arm_manual,'-242689070',fp_set_cmd_unix,'-1188989832 730031723 2075413145 XfH+0 V0m]YU6',eps_get_hk,'',fp_reset,'',gssb_fss_get_sun,'',rw_get_speed,'',fp_del_cmd_unix,'-1035969814',fp_set_cmd_dt,'-789415683 1666277777 294097711 `~0& >r',gssb_get_burn_config,'',-6,15.06141710281372,444020.0,10632.0
obc_reset_wdt,'',help,'',drp_add_hrs_alive,'-628664308',com_reset_wdt,'574318010',gssb_get_status,'',eps_hard_reset,'',gssb_get_sun,'',obc_ident,'',help,'',obc_update_status,'',tm_get_last,'4233452384588851586',gssb_antenna_release,'-1629676111 -2128587586 2118335095 73710993',gssb_get_temp,'',rw_get_speed,'',fp_reset,'',eps_hard_reset,'',gssb_get_uuid,'',com_send_cmd,'-1851952886 xH',com_update_status,'',fp_del_cmd,'-1838684268 -246464318 691098665 1868715125 644426703 -780552363',gssb_select,'-1676174734',gssb_arm_manual,'-2136031719',obc_pwm_pwr,'-725906636',gssb_reset,'',obc_prop_tle,'2375317440064246593',tm_send_all,'5557430529858395063 4882479950728068648',help,'',gssb_arm_auto,'-672004569',gssb_arm_manual,'952464305',obc_set_pwm_freq,'-119303336 292170843796331634217754600096518056472',drp_set_var,'192460098 775564351',rw_set_speed,'1674356075 -1812292345',obc_get_time,'349258785',fp_del_cmd_unix,'1354327695',gssb_fss_get_sun,'',eps_hard_reset,'',gssb_get_burn_config,'',set_state,'2147955431401545021 3135036239654564890 1879029728',fp_del_cmd,'511661770 -1402443804 1939671839 1049155728 -644745418 -1170522688',drp_ebf,'-1984463287',drp_add_hrs_alive,'702787183',tm_send_from,'13884414769650117432 15309097748428947501 12861341828942094661',eps_update_status,'',eps_hard_reset,'',com_send_data,'',gssb_get_model,'',gssb_get_burn_config,'',gssb_get_uuid,'',gssb_fss_commit_config,'',tm_set_ack,'6776845486271583128 970514731318380656',-11,8.534899473190308,444020.0,10596.0
eps_set_heater,'630254045 28475993',gssb_fss_get_temp,'',obc_debug,'-1181900860',gssb_set_burn_config,'-697597207 -5212991 1351474941 2126739775 -1883603728 -2101911774 -340671381',gssb_msp_get_temp,'',fp_set_cmd_unix,"'1544464446 -999149212 -522035112 h,kl a(1%o);;'",obc_update_status,'',fp_del_cmd,'458398036 -355894596 -1462913082 -1517415996 -942335898 -1315924161',gssb_fss_get_sun,'',eps_get_config,'',eps_get_hk,'',help,'',drp_add_hrs_alive,'1521182317',obc_set_tle,'-1466796592 ',gssb_get_burn_config,'',gssb_burn,'',gssb_get_temp,'',gssb_get_model,'',gssb_set_addr,'-2125087915',eps_get_hk,'',com_get_node,'',tm_parse_status,'',tm_send_from,'8676130442098041073 5030103226607256299 18316012573143979304',drp_test_system_vars,'',tm_parse_status,'',tm_send_all,'18115500319633328234 14423263805858730079',obc_set_tle,'977423306 3mMfI[nXt',com_get_config,'7!C{3snC6',gssb_commit_addr,'',obc_get_tle,'',obc_update_status,'',init_dummy_sensor,'',obc_get_time,'-59960376',obc_set_pwm_freq,'863946956 247096591545059110901051551989672616770',tm_parse_status,'',com_get_node,'',gssb_commit_addr,'',com_get_node,'',rw_set_speed,'-1888165669 -1209555963',gssb_antenna_release,'-1504896143 1298841121 1612113663 1983227012',gssb_arm_auto,'-2147335701',gssb_msp_get_temp,'',gssb_scan,'-616631085 -894452191',gssb_reset,'',obc_debug,'-860387265',gssb_get_model,'',eps_get_hk,'',tm_send_all,'10199817321188265218 14886920059714262580',gssb_commit_addr,'',tm_set_ack,'3063619330238730343 2217715025876784889',-6,6.615952014923096,444020.0,10872.0
gssb_reset,'',eps_get_hk,'',com_send_cmd,'-701372146 W6B>UH',fp_show,'',gssb_fss_get_temp,'',init_dummy_sensor,'',gssb_fss_set_config,'-1747847878',tm_send_last,'763554074677020242 6197586997449226156',rw_set_speed,'-1333668160 96122437',drp_add_hrs_alive,'1836134642',fp_test_params,'2093982289 }+ -1675938171',drp_set_var,'-938983248 1512699941',obc_set_pwm_duty,'1514700312 -1600309860',obc_get_time,'-179727677',gssb_update_status,'',init_dummy_sensor,'',fp_del_cmd_unix,'1258542107',drp_set_var,'-126870800 -1939576460',gssb_fss_get_temp,'',gssb_arm_manual,'-1938534244',obc_update_status,'',tm_send_status,'1264057817',obc_set_tle,'-1679793269 1L',tm_send_status,'-778098363',fp_set_cmd_dt,'-1955719791 -1304871545 516240230  Ml!{|J6On',fp_del_cmd,'-1431374716 1397985553 -63128239 1029902835 -1304940933 626427917',com_debug,'',com_get_node,'',fp_reset,'',obc_set_pwm_duty,'-368150291 1507478706',com_reset_wdt,'1055776871',obc_reset_wdt,'',obc_reset_wdt,'',com_update_status,'',tm_get_last,'12832559565259468490',gssb_scan,'-588944491 521877662',gssb_arm_auto,'-604658648',com_send_data,'O',obc_get_sensors,'',com_get_config,'7-F',com_set_node,'2136356726',drp_get_vars,'',gssb_select,'2050489428',obc_set_pwm_duty,'-1700305689 916656286',com_send_cmd,'-796267526 pSQ=Q(bzR',fp_set_cmd_dt,'-326089231 1403764052 1544122657 +dnGCEj$U| F>0E^$',drp_ebf,'-41180362',help,'',gssb_get_temp_int,'',fp_del_cmd,'1002206654 1365388362 865195791 -1222549582 719469800 274320220',-6,7.579150676727295,444020.0,10612.0
gssb_get_version,'',gssb_update_status,'',com_send_cmd,'126927024 K4',obc_prop_tle,'-1011063724046851219',rw_get_current,'',com_send_cmd,'166808922 >t+TdX7!r',gssb_update_status,'',fp_reset,'',com_get_node,'',obc_get_mem,'',obc_prop_tle,'6662515393797272105',obc_prop_tle,'-4135769534260822810',set_state,'339054549510415416 13815178837519984535 1038474898',gssb_fss_set_config,'1483469699',drp_ebf,'-227964141',drp_set_var,'1651335300 740404857',init_dummy_sensor,'',fp_set_cmd_dt,'-69005725 2142231513 -921410356  -;%',fp_set_cmd,'1282196326 554767384 904206068 -1107797453 1747869017 1130227475 -1355223608 1656621972 #d[7FzMg0I \U%?',help,'',com_send_rpt,'-1129438012 mar',obc_get_mem,'',tm_send_all,'7364101620226283605 5516726855824029903',rw_set_speed,'-1808294867 -694632141',com_send_cmd,'-912501016 vdB]',gssb_burn,'',gssb_unlock_config,'-847943882',com_set_node,'-94416205',gssb_msp_cal_temp,'1307187659 -1536272684',gssb_arm_auto,'-1467910717',fp_set_cmd,'887874779 136830742 1942432094 2077393999 -1297824222 -1988778641 10817698 1751431186 G$DDtRp kIh|i$I',obc_pwm_pwr,'-1931466142',gssb_select,'534922604',com_debug,'',gssb_reset,'',eps_get_config,'',com_set_config,"'_!,6xDJ( '1g%'",eps_get_hk,'',obc_pwm_pwr,'2038647553',tm_send_from,'15427430125083946055 15832743678503057042 14237741300509076438',com_update_status,'',gssb_set_burn_config,'-1984718989 -288730418 1101553533 -2101622426 1598072272 1927982658 -1066871131',rw_set_speed,'1587984874 1389299712',drp_set_deployed,'-814430613',com_get_config,'W3@`Q?>BG',fp_reset,'',drp_set_var,'1441626836 -1099864471',fp_del_cmd,'-1905369519 -126700079 -1754246000 709644072 938582274 -322694538',eps_update_status,'',drp_set_var,'-225932027 -1976307434',-11,8.474671840667725,444020.0,10704.0
tm_send_all,'18099037664411189399 18402739052408237741',com_send_cmd,"'19387229 ML,k<#di'",eps_set_heater,'1960686829 1056964057',obc_reset_wdt,'',eps_set_heater,'-2092020258 -218915365',eps_get_hk,'',gssb_set_addr,'-1290977755',eps_hard_reset,'',fp_show,'',tm_send_status,'295946721',obc_get_mem,'',gssb_get_model,'',gssb_arm_auto,'1525896519',obc_get_tle,'',gssb_burn,'',obc_update_tle,'',com_update_status,'',tm_send_all,'5963039527901933879 13363052967001720321',rw_get_current,'',obc_get_sensors,'',drp_set_deployed,'350540607',tm_send_from,'5943755354455156965 7800052694794992465 14012753326659110358',tm_send_all,'2068334139374282448 12765498433781623153',gssb_reset,'',obc_set_pwm_duty,'153974439 -886902189',tm_send_from,'8946082822183488813 13814881007104266887 6132527069219858143',obc_get_time,'1967913856',obc_set_tle,'1843551215 J{6',fp_test_params,'870532327 [<] 1993467606',drp_set_deployed,'-379103123',eps_hard_reset,'',fp_del_cmd_unix,'-658978175',obc_get_tle,'',gssb_fss_get_sun,'',gssb_get_uuid,'',obc_prop_tle,'6777549539359302078',eps_update_status,'',gssb_fss_get_temp,'',obc_update_status,'',tm_set_ack,'16058982119251537218 6817337112111562959',com_update_status,'',com_reset_wdt,'-1565976377',obc_set_tle,'54329555 THSa\Pj\)a',tm_send_last,'7433128697325363600 9925424723523050707',obc_pwm_pwr,'1108159398',fp_del_cmd_unix,'1797692297',gssb_fss_commit_config,'',gssb_get_version,'',gssb_burn,'',tm_send_from,'8318157717864301114 13854252620731590732 1635499581760377458',-6,7.440333366394043,444020.0,10892.0
